All traffic signals
PX,Main,Mid Block,Side 1,Side 2,Private Access,Additional Info,Geo ID,Node ID,X,Y,Latitude,Longitude,Activation Date,Signal System,Non system,Mode of Control,Pedestrian Walk speed,APS,Transit Preempt,Fire preempt,Rail preempt,No. of Signalized Approaches
"0548","QUEEN ST E","","WOODBINE AVE","","","","1142152","13463494","320447.05","4836330.78","43.66878","-79.3058","1955-10-25 00:00:00.0","MTSS","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","1","","4"
"0549","QUEEN ST E","","LEE AVE","","","","1141837","13463187","321072.29","4836521.71","43.6705","-79.298","1951-02-26 00:00:00.0","Awaiting TransSuite Control","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","","","4"
"0550","QUEEN ST E","","WINEVA AVE","","","","8265382","0","321264.747","4836577.693","43.67098","-79.29574","1956-10-22 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","4"
"0551","QUEEN ST E","","BEECH AVE","","","","9950494","13462806","321913.13","4836765.16","43.67269","-79.28756","1955-05-30 00:00:00.0","Awaiting TransSuite Control","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","3"
"0552","QUEEN ST W","","AUGUSTA AVE","","","","10476749","13467096","312877.37","4834018.84","43.64806","-79.39966","1956-08-22 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","1","","","4"
"0553","QUEEN ST W","","NIAGARA ST","","","","7570864","13467464","312049.15","4833787.84","43.64602","-79.40993","1963-07-23 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","1","","3"
"0554","QUEEN ST W","","SHAW ST","","","","12267392","13467650","311536.47","4833646.08","43.64474","-79.41628","1948-11-22 00:00:00.0","MTSS","","FXT","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","1","","","4"
"0555","QUEEN ST W","","OSSINGTON AVE","","","","7570878","13467715","311327.82","4833587.32","43.64421","-79.41885","1960-04-19 00:00:00.0","MTSS","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","","","4"
"0556","QUEEN ST W","","DOVERCOURT RD","","","","1146584","13467817","311043.9","4833508.54","43.64351","-79.4224","1951-02-28 00:00:00.0","MTSS","","FXT","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","1","","","4"
"0557","EGLINTON AVE W","40m EAST OF","FLANDERS RD","","","","3497322","0","310151.3488","4839710.1552","43.6993109060771","-79.4333946704865","1995-04-25 00:00:00.0","TransSuite","","PED","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","2"
"0559","QUEEN ST W","","KING ST W","RONCESVALLES AVE","","QUEEN ST W/ THE QUEENSWAY","8855504","13468436","309123.372","4832976.501","43.63871","-79.44619","1959-01-01 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","0","","","4"
"0560","THE QUEENSWAY","","COLBORNE LODGE DR","","","","1147008","13468360","308060.85","4833066.98","43.63953","-79.45948","1958-06-24 00:00:00.0","SCOOT","","FXT","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0561","THE QUEENSWAY","","ELLIS AVE","","","","1147157","13468559","307490.95","4832870.69","43.63777","-79.46645","1967-01-01 00:00:00.0","SCOOT","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0562","THE QUEENSWAY","","WINDERMERE AVE","","","","6294638","13468605","307211.6","4832808.4","43.63721","-79.46983","1967-01-01 00:00:00.0","SCOOT","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0563","THE QUEENSWAY","","STEPHEN DR","","","","912868","13469271","306054","4832049.5","43.63041","-79.48422","1957-01-01 00:00:00.0","SCOOT","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","3"
"0564","THE QUEENSWAY","","PARK LAWN RD","","","","912960","13469355","305561.66","4831901.5","43.62906","-79.49031","1958-01-31 00:00:00.0","SCOOT","","FXT","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0565","THE QUEENSWAY","","ROYAL YORK RD","","","","9084802","13469508","304571.63","4831600","43.62635","-79.50258","1958-01-31 00:00:00.0","SCOOT","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","1","","4"
"0566","THE QUEENSWAY","","TAYMALL AVE","WADSWORTH CRES","","","9910147","13469568","304199.65","4831487.7","43.62534","-79.50722","1995-08-03 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0567","THE QUEENSWAY","","ISLINGTON AVE","","","","913334","13469672","303590.96","4831295.25","43.62364","-79.51478","1960-11-08 00:00:00.0","SCOOT","","FXT","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0568","THE QUEENSWAY","","KIPLING AVE","","","","9879465","13469800","302625.82","4830998.4","43.62098","-79.52673","1958-01-31 00:00:00.0","SCOOT","","FXT","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0569","VICTORIA PARK AVE","","MCNICOLL AVE","","","","9270561","13443090","317954.229","4851361.213","43.80409","-79.3363","1975-04-09 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"0570","THE QUEENSWAY","","ATOMIC AVE","PRIVATE ACCESS","","","7641836","13469954","301485.66","4830645.79","43.61777","-79.54085","1967-02-22 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0571","STRACHAN AVE","","FLEET ST","MANITOBA DR","","","7560868","13468621","312075.709","4832705.646","43.63627","-79.40961","1963-04-02 00:00:00.0","SCOOT","","FXT","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","1","","","4"
"0572","CHURCH ST","","ISABELLA ST","","","","1142540","13463778","314295.64","4836273.92","43.66835","-79.38203","1967-12-07 00:00:00.0","SCOOT","","FXT","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0573","PARKSIDE DR","","HIGH PARK BLVD","","","","1146581","13467698","308313.34","4833661.42","43.64493","-79.45626","1954-10-26 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0574","PARKSIDE DR","","HOWARD PARK AVE","","","","1145863","13467129","308188.1026","4834077.3966","43.64866","-79.45778","1953-12-03 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0575","KEELE ST","","GLENLAKE AVE","","","","8004961","13465564","307890.223","4835152.49","43.65832","-79.4615","1967-11-10 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0576","KEELE ST","","ANNETTE ST","","","","14014792","13464716","307703.306","4835746.443","43.66366","-79.46375","1952-10-16 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","1","","4"
"0577","WESTON RD","","BLACK CREEK DR","HUMBER BLVD","","","8761","13461391","306371.89","4837934.99","43.68338","-79.48029","1958-01-01 00:00:00.0","SCOOT","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0578","WESTON RD","","LAMBTON AVE","","","","9531839","13461238","306074.1099","4838031.6423","43.68426","-79.48401","1958-01-31 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","1","","4"
"0579","WESTON RD","","RAY AVE","","","","9879233","13460444","305250.5133","4838523.4893","43.68867","-79.49417","1959-04-08 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","3"
"0580","WESTON RD","","DENISON RD E","DENISON RD W","","","7155172","13459076","304123.2498","4839365.6903","43.69624","-79.50817","1958-01-31 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0581","WESTON RD","","JOHN ST","","","","11226754","13458304","303350.2614","4839850.5527","43.70063","-79.51777","1959-02-10 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"0582","WESTON RD","","LITTLE AVE","ELSMERE AVE","","","11226917","13458241","303220.1595","4839899.2539","43.70105","-79.51944","1958-01-31 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0583","WESTON RD","","CHURCH ST","","","","9949745","13457985","302733.27","4840118.08","43.70304","-79.52536","1958-01-31 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"0584","WESTON RD","","ST PHILLIPS RD","","","","10179986","13457446","302173.9357","4840482.8006","43.70635","-79.53229","1963-01-01 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"0585","WESTON RD","","401 C E WESTON RD RAMP","","","HWY 401 SOUTH INTERSECTION","445968","13456568","301926.3538","4841102.3286","43.71188","-79.53545","1966-08-16 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0586","WESTON RD","","401 C W WESTON RD RAMP","","","HWY 401 NORTH INTERSECTION","445765","13456094","301828.81","4841428.73","43.71483","-79.53665","1963-12-19 00:00:00.0","","TEMPORARY","SAV","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","3"
"0587","ALBION RD","","WESTON RD","WALSH AVE","","","445354","13455715","301779.373172","4841675.57826","43.7169712247222","-79.5374868127778","1957-12-18 00:00:00.0","TransSuite","","FXT","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","3"
"0588","WESTON RD","","SHEPPARD AVE W","","","","443669","13453198","301704.679","4843533.444","43.73376","-79.53824","1961-07-21 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","3"
"0589","WESTON RD","","FINCH AVE W","","","","441606","13450342","301371.36","4845571.39","43.7521","-79.54242","1964-10-14 00:00:00.0","MTSS","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","1","","4"
"0590","KEELE ST","","DONALD AVE","","","","8128677","13461074","306976.12","4838107.93","43.68493","-79.47278","1963-12-31 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"0591","KEELE ST","","BEECHBOROUGH AVE","","","","7838","13459367","306813.968","4839156.889","43.69436","-79.47479","1962-08-30 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"0592","KEELE ST","","GULLIVER RD","INGRAM DR","","","9085067","13458419","306722.251","4839714.362","43.69945","-79.47595","1962-02-13 00:00:00.0","TransSuite","","SAP","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0593","KEELE ST","","FLAMBOROUGH DR","DENSLEY AVE","","","446499","0","306654.754","4840110.139","43.70293","-79.47673","1961-01-30 00:00:00.0","TransSuite","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0594","KEELE ST","","MAPLE LEAF DR","","","","9487156","13455973","306438.53","4841427.2","43.7148","-79.47942","1961-08-22 00:00:00.0","TransSuite","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0595","KEELE ST","","401 C E KEELE ST RAMP","","","HWY 401 SOUTH INTERSECTION","444846","13454953","306322.9092","4842132.6764","43.72122","-79.4809","1965-10-20 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"0596","KEELE ST","","401 C W KEELE ST RAMP","KEELE ST S 401 C W RAMP","","HWY 401 NORTH INTERSECTION","444806","13454472","306267.496","4842499.222","43.724385","-79.481597","1965-10-20 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"0597","KEELE ST","","WILSON AVE","","","","10133796","13454197","306228.5212","4842743.634","43.726702","-79.482042","1958-01-31 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"0598","KEELE ST","","TILBURY DR","PRIVATE ACCESS","","","10142909","13453646","306155.46","4843154.65","43.7303393","-79.482902","1968-02-15 00:00:00.0","TransSuite","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","0","","4"
"0599","KEELE ST","","CALVINGTON DR","","","","10144822","13453125","306094.984","4843514.307","43.733587","-79.48367","1962-10-29 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","3"
"0600","KEELE ST","","SHEPPARD AVE W","","","","10133019","13451388","305875.45","4844758.17","43.7447866","-79.486324","1962-10-09 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"0601","FINCH AVE W","","KEELE ST","","","","439769","13448570","305504.7","4846838.34","43.7634806","-79.490976","1964-01-01 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","1","","4"
"0602","STEELES AVE W","","KEELE ST","","","","2286559","13446042","305226.5075","4848846.578","43.781523","-79.494495","1968-02-21 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0603","AVENUE RD","","HEATH ST W","","","","1139499","13460197","312657.38","4838535.12","43.6887347","-79.402311","1968-09-29 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0604","O CONNOR DR","40m SOUTH OF","WAKUNDA PL","","","","14173565","0","320492.4821","4841537.0957","43.71562","-79.305035","1968-02-05 00:00:00.0","TransSuite","","PED","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","2"
"0605","COLLEGE ST","","DUFFERIN ST","","","","1145245","13466425","310224.06","4834516.34","43.6525538","-79.432536","1948-11-19 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","4"
"0606","DUFFERIN ST","72m NORTH OF","SYLVAN AVE","PRIVATE ACCESS","DUFFERIN PLAZA EAST ENTRANCE","","5868581","0","310142.44","4834810","43.6552105","-79.433568","1963-06-06 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","3"
"0607","DUFFERIN ST","","HALLAM ST","","","","10313040","13464313","309790.39","4835991.59","43.6658286","-79.437886","1956-06-27 00:00:00.0","Awaiting TransSuite Control","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","1","","3"
"0608","DUFFERIN ST","","DUPONT ST","","","","8416915","13463882","309700.51","4836281.89","43.6684721","-79.439014","1954-10-29 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","1","","4"
"0609","DUFFERIN ST","","HOPE ST","","","","9779798","13461488","309231.03","4837826.22","43.6823708","-79.444848","1968-05-02 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","3"
"0610","DUFFERIN ST","","ROGERS RD","","","","8612","13460901","309128.2","4838181.4","43.6855558","-79.446104","1958-01-31 00:00:00.0","Awaiting TransSuite Control","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","4"
"0611","DUFFERIN ST","","HOLMESDALE RD","MARTIN ST","","","9781127","0","309024.658","4838527.305","43.688628","-79.447385","1966-10-20 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","1","","","4"
"0612","DUFFERIN ST","","CASTLEFIELD AVE","","","","9655737","13458159","308671.75","4839868.68","43.7007517","-79.451768","1965-08-04 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","4"
"0613","DUFFERIN ST","","GLENCAIRN AVE","","","","446360","13457150","308557.53","4840560.32","43.7070021","-79.453212","1957-10-25 00:00:00.0","MTSS","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","","","4"
"0614","DUFFERIN ST","","ORFUS RD","","","","10851689","13455007","308315.61","4842057.69","43.720449","-79.456104","1959-03-20 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","3"
"0615","DUFFERIN ST","","BENTWORTH AVE","RANEE AVE","","","10851754","13454825","308293.468","4842201.258","43.7217507","-79.456413","1963-02-19 00:00:00.0","MTSS","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","4"
"0616","DUFFERIN ST","","BRIDGELAND AVE","YORKDALE RD","","","444135","13454098","308195.94237","4842783.52096","43.7269726","-79.457655","1963-12-13 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","1","","","4"
"0617","WILSON AVE","","DUFFERIN ST","","","","443495","13453281","308093.71","4843349.66","43.7320807","-79.458897","1958-01-31 00:00:00.0","MTSS","","SAP on Recall","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","1","","4"
"0618","DUFFERIN ST","","FINCH AVE W","","","","439056","13447779","307446.97","4847433.2","43.7688703","-79.466898","1967-01-01 00:00:00.0","Awaiting TransSuite Control","","FXT","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","","","","4"
"0619","STEELES AVE W","","DUFFERIN ST","","","","3327208","13445306","307191.662544","4849480.721669","43.7872672","-79.470123","1968-08-14 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0620","DON MILLS RD","","OVERLEA BLVD","GATEWAY BLVD","","","446012","13456414","318129.98","4840907.38","43.7099841","-79.334385","1978-01-14 00:00:00.0","SCOOT","","FXT","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0621","DON MILLS RD","","ST DENNIS DR","","ONTARIO SCIENCE CENTRE","","445346","13455359","317893.12","4841635.36","43.7165457","-79.337275","1964-07-14 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0622","REXDALE BLVD","","QUEENS PLATE DR","PRIVATE ACCESS","WOODBINE RACE TRACK","WEST INTERSECTION","907873","13455506","296447.94","4841917","43.7191909","-79.60347","1985-07-25 00:00:00.0","TransSuite","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0623","DON MILLS RD","","BARBER GREENE RD","GREEN BELT DR","","","4709500","13453783","317605.23","4842868.25","43.7276374","-79.340813","1967-08-15 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0624","DON MILLS RD","","THE DONWAY E","THE DONWAY W","","NORTH INTERSECTION","4709528","13451688","317312.65","4844332.75","43.74085","-79.344418","1960-11-03 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","","","","4"
"0625","DON MILLS RD","","THE DONWAY E","THE DONWAY W","","SOUTH INTERSECTION","10180209","13453034","317503.47","4843375.29","43.732251","-79.342103","1958-01-01 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0626","DON MILLS RD","","YORK MILLS RD","","","","441121","13449368","317101.17","4845995.25","43.7557927","-79.347046","1965-05-26 00:00:00.0","SCOOT","","FXT","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","","","","4"
"0627","SHEPPARD AVE E","","DON MILLS RD","","","","438319","13446608","317097.61","4848138.88","43.7750865","-79.34703","1964-04-01 00:00:00.0","SCOOT","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"0628","DON MILLS RD","","VAN HORNE AVE","","","","437228","13445096","316613.12","4849497.61","43.7873456","-79.353004","1970-06-18 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"0629","DON MILLS RD","","ESTERBROOKE AVE","FAIRVIEW MALL DR","","","438011","13446105","316960.23","4848580.62","43.7791002","-79.348727","1974-11-01 00:00:00.0","SCOOT","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0630","WILSON AVE","","WILSON HEIGHTS BLVD","TIPPET RD","","","443269","13452897","309031.38","4843627.09","43.7345828","-79.4472","1958-01-31 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0631","SHEPPARD AVE W","","WILSON HEIGHTS BLVD","","","","11335703","13450231","308267.27","4845523.95","43.7516592","-79.456729","1962-02-01 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","","","4"
"0632","WILSON HEIGHTS BLVD","","WATERLOO AVE","","","","440657","13449671","308013.482","4845930.803","43.7553365","-79.45992","1968-07-02 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0633","KEELE ST","","GRANDRAVINE DR","","","","6238248","13450242","305736.69","4845563.241","43.7520138","-79.488128","1968-11-12 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"0634","DON MILLS RD","","DUNCAN MILL RD","GRAYDON HALL DR","","","439879","13448536","317085.12","4846655.15","43.7617546","-79.347221","1980-11-29 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0635","LAWRENCE AVE W","","PINE ST","","","","7483","13458101","304112.741","4840003.485","43.7019656","-79.508309","1968-12-08 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0636","THE QUEENSWAY","","ST LAWRENCE AVE","PRIVATE ACCESS","","","9879676","13469719","303243.11","4831189.91","43.6226531","-79.519097","1968-09-27 00:00:00.0","SCOOT","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0637","WESTON RD","","BRADSTOCK RD","PRIVATE ACCESS","WOODVIEW PARK PLAZA","","442930","13452395","301606.254","4844115.926","43.7389792","-79.5394628","1968-04-09 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0638","EGLINTON AVE E","","MASON RD","","","","110559","13451254","326921.001","4844463","43.7417938","-79.225156","1968-12-31 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"0639","YONGE ST","","401 C W YONGE ST S RAMP","","","HWY 401 NORTH INTERSECTION","440766","13449637","312123.95","4845879.88","43.75484","-79.40884","1966-05-24 00:00:00.0","SCOOT","","SAV","N/A","0","","","","3"
"0640","DUNDAS ST W","","SORAUREN AVE","","","","10759093","13466677","309194.79","4834363.73","43.6511963","-79.445285","1969-04-05 00:00:00.0","TransSuite","","SAP on Recall","1.0 m/s (FDW based on full crossing @1.2m/s)","1","1","","","3"
"0641","ST CLAIR AVE E","","HERRON AVE","PRIVATE ACCESS","PROVIDENCE CENTRE","","112262","13456152","322022.7364","4841018.8852","43.7109681","-79.28593","1969-02-20 00:00:00.0","TransSuite","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0642","DONLANDS AVE","","MILLWOOD RD","PAPE AVE","","","3232748","13458477","316934.062","4839483.84","43.69721","-79.34914","1962-01-01 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"0643","BAYVIEW AVE","","POST RD","","","","442900","13452469","314296.84","4843835","43.7364307","-79.381904","1956-01-10 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"0644","BAYVIEW AVE","","YORK MILLS RD","","","","11763744","13450611","314114.01","4845129.2","43.7480641","-79.384143","1957-01-01 00:00:00.0","SCOOT","","FXT","1.2 m/s (FDW based on 3/8th, 5/8th rule)","1","","1","","4"
"0645","BAYVIEW AVE","","FIFE RD","FIFESHIRE RD","","","440731","13449593","314002.37","4845880.02","43.7548163","-79.385527","1960-03-21 00:00:00.0","SCOOT","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0646","BAYVIEW AVE","","401 C E BAYVIEW RAMP","","","HWY 401 SOUTH INTERSECTION","439830","13448602","313895.37","4846660.14","43.7619212","-79.386856","1965-09-14 00:00:00.0","SCOOT","","SAV","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"0647","BAYVIEW AVE","","401 C W BAYVIEW RAMP","","","HWY 401 NORTH INTERSECTION","439519","13448236","313843.02","4846956.99","43.764483","-79.387379","1967-12-22 00:00:00.0","SCOOT","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"0648","SHEPPARD AVE E","","BAYVIEW AVE","","","","5266155","13447964","313797.12","4847187.3","43.7666244","-79.388044","1968-09-30 00:00:00.0","SCOOT","","FXT","1.2 m/s (FDW based on 3/8th, 5/8th rule)","1","","","","4"
"0649","BAYVIEW AVE","","CITATION DR","EMPRESS AVE","","","438403","13446795","313656.88","4848047.45","43.7743467","-79.389797","1966-01-14 00:00:00.0","SCOOT","","SA2","1.0 m/s (FDW based on 3/8th, 5/8th rule)","1","","","","4"
"0650","BAYVIEW AVE","","FINCH AVE E","","","","437495","13445452","313465.09","4849232.87","43.7849891","-79.392235","1962-12-03 00:00:00.0","SCOOT","","FXT","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0651","BAYVIEW AVE","","CUMMER AVE","","","","11485139","13444532","313347.46","4850042.87","43.7923392","-79.393624","1967-03-20 00:00:00.0","SCOOT","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
"0652","STEELES AVE E","","BAYVIEW AVE","","","","436346","13443242","313134.01","4851261.61","43.8032514","-79.396314","1966-03-01 00:00:00.0","SCOOT","","FXT","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0653","BAYVIEW AVE","","RUDDINGTON DR","PRIVATE ACCESS","","","9531471","13445078","313416.51","4849568.09","43.7880388","-79.392735","1969-02-09 00:00:00.0","SCOOT","","SA2","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0654","DAWES RD","","SECORD AVE","","","","8133352","13459032","321129.63","4839085.94","43.693593","-79.29727","1959-08-07 00:00:00.0","MTSS","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","3"
"0655","DAWES RD","","GOWER ST","","","","10365073","13457585","321151.2709","4840054.1787","43.7022923","-79.296947","1957-01-01 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"0656","LUMSDEN AVE","","MAIN ST","","","","1454","13458804","320521.3728831","4839227.949738","43.6948671","-79.304747","1972-01-01 00:00:00.0","TransSuite","","FXT","1.2 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0657","COXWELL AVE","","SAMMON AVE","","","","6208975","13459980","318822.86","4838551.83","43.68882","-79.325838","1960-03-21 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on full crossing @1.2m/s)","1","","","","4"
"0658","GREENWOOD AVE","","SAMMON AVE","","","","10924071","13460348","318112.943","4838339.833","43.6868912","-79.334692","1958-01-31 00:00:00.0","TransSuite","","FXT","1.0 m/s (FDW based on 3/8th, 5/8th rule)","0","","","","4"
"0659","DONLANDS AVE","","SAMMON AVE","","","","1835","13460561","317721.52","4838223.14","43.685836","-79.339519","1960-01-01 00:00:00.0","TransSuite","","SAP","1.0 m/s (FDW based on full crossing @1.2m/s)","0","","","","4"
